Direction,Pitch,Roll,Yaw
180,15.89522307,24.86884342,113.728025
180,15.69039252,26.96465623,114.1264983
180,14.99152586,28.70226489,114.5880483
180,14.72426568,30.08572995,115.0506297
180,14.48641288,30.57181403,115.2451125
270,14.92991243,28.58158057,114.4114606
270,14.9239787,29.42867942,114.8703673
270,20.76896602,18.49321188,114.2118483
270,33.89721798,19.06801157,114.2527475
270,38.45625314,12.62899245,116.0988998
270,40.83970571,4.927275842,117.1106148
270,43.29032636,7.426884741,117.5587298
270,42.9771656,6.491783179,116.6211224
270,42.92432042,6.046144071,116.1113991
270,42.45755213,6.427841936,116.4690551
270,42.25604447,6.795075594,116.3711375
270,42.17185214,6.792182155,116.1843455
270,41.98160064,6.638256159,115.6074677
270,41.30613591,7.247383955,115.66827
270,40.75626812,7.375052997,115.5211478
270,39.73701948,7.450846752,115.3042756
270,39.23782486,7.533417763,115.380241
270,38.73851071,7.821350364,115.5337973
270,38.80323358,8.158642181,115.7876618
270,38.73349735,8.247433786,115.9761203
270,38.32304738,8.512708088,116.2025684
270,37.94532425,8.978931678,116.2927133
270,37.76725781,8.919334009,116.2041394
270,38.42791127,9.124932094,116.5903046
270,38.69729393,9.135067241,116.7858939
270,38.45883837,9.256007693,116.8397704
270,38.53742311,9.192414363,116.8906417
270,38.05394475,9.216344785,116.4242627
270,37.0552823,9.786867071,116.0337671
270,36.67027479,9.950579022,115.90092
0,31.75786955,223.8260267,106.6785185
0,31.19333392,229.3378528,108.6252112
0,27.35654175,213.194004,109.4077665
0,35.03506944,197.0227662,118.7121575
0,37.50922009,196.2898049,121.3580225
0,36.21240622,196.4220237,119.8568836
0,32.18349278,196.068698,117.3768555
0,31.36534882,196.8037767,117.0610549
0,31.5638307,198.2405616,117.8257902
0,30.57939554,200.8784489,119.1154255
0,29.19352625,204.2307741,119.5866813
0,28.40142921,206.9976564,120.2088432
0,27.61942378,209.1170368,120.6506062
0,26.99675129,212.32295,120.4760539
0,26.93706397,215.1449246,120.4907798
0,26.58099255,217.2000602,120.9452469
0,25.60701099,219.4043125,120.4315893
0,24.98081413,221.6786426,120.3160772
0,25.18331045,224.4701272,120.8280682
0,24.83087098,226.6824665,121.1842489
0,23.71487613,228.9947587,121.0267447
0,23.23876242,231.3727847,121.1554255
0,22.41003679,233.3470509,121.1374211
0,21.33338553,235.1962017,121.1716403
0,20.68471905,237.0470737,121.1116849
0,20.18394324,239.32807,121.3053071
0,19.62134056,241.5871141,121.0621251
0,19.17753536,243.7747007,121.258452
0,18.52856152,245.6195963,121.2112691
0,18.01920358,247.4995307,121.2253393
0,17.40397258,249.4147636,121.3410563
0,16.785125,251.1797323,121.0834626
0,16.29188801,253.0332953,121.0632179
0,15.93101326,254.6348654,121.0864269
0,15.54826141,256.0169269,121.125277
0,15.08451376,256.7890183,121.2503514
0,14.66314744,258.2478716,121.2800081
0,14.32530409,259.8083444,121.2356529
0,13.97893239,261.0581461,120.865279
0,13.64705008,262.3646178,120.7571161
90,13.14782985,263.7377864,120.4644699
90,12.65749825,265.0421749,120.3636699
90,10.91694407,275.5475659,120.4657676
90,2.032375081,311.8050685,134.9946865
90,340.9682584,319.7425406,151.0206735
90,335.8856671,319.0649312,155.8193185
90,336.512144,319.4687012,154.0068185
90,337.2826781,318.9932313,151.2573395
90,336.1967395,319.3746769,149.9736875
90,334.6419033,320.1576214,148.6608841
90,334.6772973,321.7920208,145.8576379
90,334.1287853,322.6431853,144.5095225
90,333.6800402,323.3130698,142.9876334
90,332.8689774,324.3341967,140.9839974
90,332.1672626,325.4048699,139.0372295
90,332.1209061,325.9468795,136.9770806
90,333.15381,326.7932014,135.4900937
90,331.0719086,326.7547816,135.9235649
90,327.5727412,327.9820539,134.340969
90,327.9897823,330.3756664,132.9837148
90,327.2050243,330.0571235,135.6142256
90,326.6955878,328.8793359,136.7063045
90,327.7614013,329.9382406,134.695087
90,327.4955191,331.0710138,133.6366809
90,326.93794,331.5936121,133.0081533
90,327.0896077,332.4879161,131.6136335
90,327.2883458,333.1511172,130.2466805
90,328.3754523,334.1523905,128.3051855
90,327.9987264,334.5413134,127.8446668
90,327.5854522,335.0371151,127.3486995
90,327.335416,335.4224863,126.6892994
90,327.5639132,335.7843617,125.7768544
90,327.5630867,336.7953407,124.4863721
90,327.3883158,337.2794474,124.030416
90,327.2066601,338.268773,123.0250805
90,327.2972113,339.0499008,122.1940377
90,327.2268058,339.9534341,121.3413569
90,327.3484992,340.745526,120.4582271
90,327.306678,341.2326517,119.7757682
90,327.2948071,341.9130546,118.9126509
180,327.3887939,342.5889684,118.1065246
180,327.2895513,343.3608703,117.3861992
180,337.8798689,357.5558881,108.0670823
180,357.8792525,17.56509674,102.5855208
180,6.897758951,25.88135578,101.8128693
180,14.65694051,29.69773764,102.5694016
180,15.64037846,29.120935,103.6036766
180,15.22851464,25.54320336,103.9698362
180,14.47400584,26.40157885,104.5563241
180,13.69275258,28.00011803,105.3243105
180,12.90930427,29.83806046,105.9094665
180,11.97546203,30.91430362,106.7374289
180,12.04885412,31.75425296,107.4600287
180,11.73665044,31.93785528,107.9029187
180,11.58807846,31.79116672,108.2073539
180,11.29856552,31.68789767,108.4637865
180,11.0873385,32.18025527,108.9132198
180,11.23415086,32.99128218,109.1106669
180,11.15042725,33.48928152,109.6166746
180,10.94262814,33.88264919,110.1483707
180,10.72887566,34.29213611,110.5125974
180,10.78469709,34.52067082,110.9361306
180,10.75388269,34.88120919,111.3419941
180,10.86612404,35.67319694,112.1174323
180,10.8695878,36.197513,112.2206569
180,10.67291763,36.61367984,112.6232283
180,10.84376969,36.89508705,113.0969839
180,10.68500365,37.42432767,113.5140011
180,10.74529714,37.69789382,113.9473424
180,10.68268992,38.05190936,114.3731364
180,10.74792079,38.35234547,114.8758588
180,10.8596772,38.67451525,115.2651933
180,10.79774019,38.7727846,115.4690061
180,10.58112245,38.95436859,115.7300013
180,10.64930908,39.17277414,115.9251261
180,10.6267225,39.23109712,116.0881491
180,10.63229935,39.55707814,116.5007472
180,10.66390776,39.90573881,116.8983188
180,10.48998211,40.25418774,117.1765671
180,10.40189658,40.51718759,117.5167788
270,10.49816468,40.7117387,117.737107
270,10.42674822,40.56576048,117.9346224
270,14.00924477,37.44984526,120.4749474
270,30.5463545,17.76952431,122.9604805
270,41.39188894,351.7081384,108.3920832
270,46.8212951,337.6201065,99.15848022
270,46.81642176,337.3457669,98.92384956
270,46.44213422,339.7383634,101.2950112
270,46.87707384,341.7405138,102.3228727
270,45.87641015,344.4928939,104.5846694
270,46.27056329,344.7511468,104.4678321
270,46.59804012,345.1401721,104.2110648
270,46.30786978,346.3086331,104.7409578
270,46.45489985,347.049216,105.0673657
270,45.97883225,347.9106181,105.4511677
270,45.87526267,348.9336763,105.9899261
270,45.76257821,349.8753493,106.5721656
270,45.53188857,351.063424,107.2390038
270,45.16009064,352.5095066,107.6643129
270,43.69161363,355.0009252,108.3000327
270,43.09096679,356.2207974,108.7523757
270,42.76249275,356.8317591,109.1248532
270,42.57388732,358.0412638,109.9291763
270,42.87750972,358.1578613,109.6052614
270,42.24102488,359.0124189,110.078293
270,41.04288335,358.9970439,110.0900341
270,40.60802569,359.5092704,110.3249857
270,39.61674668,359.99779,110.4092908
270,39.21930138,0.407303097,110.7089858
270,39.43197981,0.596052306,110.5693153
270,39.10092738,1.128379054,110.7735448
270,39.28259675,1.033226515,110.8010363
270,39.48739655,1.907271202,111.2620535
270,39.07202543,2.39463316,111.6409173
270,38.37493291,3.37580691,112.5033858
270,38.4802715,3.550601056,112.5405967
270,39.62256941,2.708762952,112.0930075
270,40.44016013,1.993471391,111.5567694
270,40.06488905,2.033291394,111.5507998
270,39.95682863,2.07453912,111.6165267
0,35.6934143,23.98153354,101.337816
0,35.2158304,23.87247079,101.7553455
0,34.5655998,23.79706209,102.0894237
0,31.9745573,4.626021384,99.95119197
0,27.27210183,333.489203,101.8333872
0,29.28586699,329.5026624,102.9649651
0,30.37536413,332.18066,104.0953614
0,32.20095416,335.198048,104.4324313
0,31.57391889,335.5542783,104.4118929
0,30.90580345,336.2376216,104.5828799
0,30.30182006,336.9232001,104.6657915
0,30.01555659,338.2303481,104.6015263
0,29.89819345,339.11844,104.3331955
0,29.50327191,337.9791611,104.0512179
0,29.80332895,338.7188791,103.600282
0,29.88220398,339.1636781,103.6205199
0,28.81411949,339.9354246,103.5132517
0,28.29596938,339.4640937,103.374353
0,27.8306081,339.3471233,103.4892231
0,26.78650611,338.8556263,103.6617674
0,26.26840724,338.8941281,103.6906932
0,25.96544737,338.1545996,103.7183896
0,25.52661625,338.0781595,103.5084091
0,25.11805824,337.4990875,103.547068
0,24.41628021,337.5673826,103.5834661
0,24.3452599,337.3802559,103.7493645
0,23.48396622,337.4659201,103.8194013
0,23.13208682,337.3241954,103.7513112
0,22.76169762,337.3675876,103.7564475
0,22.51813307,337.1791427,103.7160264
0,22.09657721,337.0565084,103.6746013
0,21.62969451,336.9535433,103.477284
0,21.41341315,336.4405414,103.3747697
0,20.39903956,336.3837945,103.5208401
0,20.0759904,336.1035638,103.5156286
0,19.81219141,335.9505266,103.4270343
0,19.47891746,335.634492,103.3142815
0,18.47071323,335.9815134,103.3742232
0,18.31704081,335.6608224,103.2774463
0,18.34182586,335.2671422,103.1783198
0,18.1568797,334.951176,103.0885437
0,17.90319281,334.6349416,103.0782507
0,17.66155267,334.5104785,103.1216975
0,17.30583642,334.4790409,103.150275
0,16.88930075,334.2797394,103.140863
0,16.80128181,334.1875062,103.1513678
0,16.44273615,334.193848,103.1969457
0,16.06277102,334.2342981,103.2907378
0,15.59149138,334.0415553,103.3860121
0,15.56501245,333.8917436,103.2766267
90,15.37155246,333.9922328,103.2979505
90,15.00140402,333.8730392,103.3119661
90,14.74072131,333.7797456,103.2483838
90,8.396176523,345.7374978,104.174093
90,349.3326592,4.126733275,104.0100046
90,340.0690196,13.39910824,97.6352729
90,334.817948,13.89617355,97.12889634
90,334.687558,14.01702179,96.47530188
90,334.110868,13.98782188,96.45291252
90,333.2035782,14.0526122,95.8987861
90,332.1216284,14.37294807,95.51269599
90,331.7992861,14.90950212,94.99878573
90,332.2598048,15.29330411,94.54116306
90,332.2252731,15.73697612,94.08780925
90,332.3293259,15.96396721,93.82022976
90,331.8183031,16.06501303,93.53276759
90,331.6763684,16.11822874,93.34447293
90,331.5346368,16.45418526,92.91028464
90,331.3270434,16.35020246,92.85778097
90,331.5078403,16.14998058,92.87365433
90,331.9430155,16.17139323,92.81397897
90,332.2082898,16.2671115,92.72006387
90,332.0534853,16.37242277,92.48438819
90,332.3544593,16.5015714,92.32429539
90,332.5358555,16.81947914,91.97954159
90,332.790963,16.8382929,91.9106523
90,332.3549135,17.01176604,91.64203462
90,332.1392571,16.9926603,91.51476771
90,332.0186155,16.91285637,91.45049563
90,331.7764272,16.96425183,91.28263007
90,331.2769406,16.94226375,91.09967662
90,331.0705801,16.92557759,91.03196896
90,331.4862978,16.8670719,91.15719364
90,331.8586302,16.79307705,91.25813701
90,332.0686825,16.80549433,91.24860207
90,331.7719005,16.81728494,91.08535371
90,332.0537175,16.6135165,91.21148682
90,331.8944512,16.62463604,91.13932587
90,331.559678,16.62845753,91.05415341
90,331.4554391,16.64898908,91.16276025
90,331.1560394,16.64235355,91.16133957
90,331.1922087,16.49526714,91.28750682
90,331.0351041,16.43752301,91.42547664
90,330.7000218,16.57194967,91.33333739
90,330.5054946,16.52961445,91.34561124
90,330.4591825,16.42094443,91.31312686
90,330.4075497,16.37757273,91.29203524
90,330.1931159,16.41038496,91.10740157
90,330.1048938,16.38855909,90.9751691
90,330.0581172,16.44295984,90.83487702
180,329.7321089,16.70773896,90.46503593
180,329.8054583,16.72036968,90.36664023
180,329.6250662,16.90656235,90.19846048
180,334.8310176,16.53383039,91.24067905
180,357.3646383,14.67796041,96.2863242
180,7.44494803,16.60939448,98.08810761
180,13.40518369,33.42992718,100.3766513
180,11.28535764,40.50264612,100.6922538
180,8.182602484,47.03844047,101.3605947
180,7.977662658,48.39431157,101.7148151
180,7.526227281,48.55844785,102.1038627
180,7.684314571,49.07378221,102.8378417
180,7.723263725,49.05462352,103.3298065
180,7.608744504,49.24589614,103.7623078
180,7.446854507,49.54539652,104.2617039
180,7.518580031,49.48874352,104.6224403
180,7.199195263,49.95553914,105.0175531
180,6.998615659,50.121482,105.3452997
180,6.820584643,50.49735414,105.750289
180,6.661829276,50.66600175,106.1714726
180,6.625272823,50.91633502,106.6824185
180,6.743643843,51.36685771,107.2517421
180,6.535420404,51.53483255,107.7353878
180,6.6029825,51.81504789,108.3628431
180,6.425255856,51.79498763,108.9065604
180,6.401235788,51.95375196,109.584443
180,6.439762324,52.03822774,110.1906837
180,6.311236093,52.23345845,110.7229535
180,6.254361107,52.19915724,111.176642
180,6.249217975,52.2452576,111.6964877
180,6.199960358,52.23365311,112.1236887
180,6.110750831,52.40128986,112.5783539
180,6.131062106,52.50164241,113.0306286
180,6.034556228,52.72841835,113.497834
180,5.834118778,52.63763831,113.8833231
180,5.498048284,52.89312837,114.0004949
180,5.45524605,52.99852502,114.4223001
180,5.424515321,52.89445001,114.8627449
180,5.283536375,52.98206767,115.2575025
180,5.287375795,52.99940953,115.6226444
180,5.237441563,53.10753825,115.9223394
180,5.122182974,53.16952905,116.1933477
180,5.114740629,53.08478689,116.5654837
180,5.084038502,53.22644843,116.9626182
180,5.195633548,53.37702678,117.4278907
180,5.299825949,53.44425633,117.8171432
180,5.135298218,53.62217593,118.1851948
180,5.208904605,53.74336056,118.6112756
180,5.139285768,53.796356,118.9667733
180,5.427270022,54.00694781,119.7801396
270,5.4835495,54.1706367,120.0491397
270,5.560454015,54.10232115,120.3572905
270,7.355071278,49.17006397,120.9080087
270,18.50273828,35.47498827,121.5493635
270,30.53035136,21.73412127,125.8088743
270,35.18751585,16.05803258,127.9669409
270,41.25094115,12.44862423,128.9010649
270,41.73785851,12.98424938,129.6019243
270,40.7723498,13.38404767,129.5974983
270,40.2761024,12.9473211,128.9870843
270,39.98942229,10.96440791,126.9393389
270,39.28967965,11.13426361,126.6623611
270,39.73092353,11.03486899,126.5128073
270,40.25726133,10.69201228,126.2387664
270,40.18887064,10.67262393,126.0947314
270,39.95708476,10.52076663,125.6066051
270,39.51176325,10.45215738,125.3051615
270,39.43102359,10.67418122,125.2717073
270,39.17799923,10.50539187,124.995672
270,39.11944402,10.49684218,124.9018389
270,39.16789397,10.61709706,124.8807882
270,39.03587665,10.86653556,124.7562739
270,39.05874754,10.68169698,124.4159255
270,39.08316547,10.76151372,124.3672809
270,39.14875578,10.63029127,124.1864175
270,39.05823186,10.51539127,124.0067426
270,39.04551405,10.35313073,123.8331738
270,38.9607958,10.27299383,123.6887699
270,39.1145536,9.938866101,123.4625131
270,39.10054489,9.996026247,123.5291484
270,39.16234785,9.761253862,123.3526017
270,39.21171304,9.805114775,123.3052138
270,39.27683548,9.780838575,123.1988815
270,39.19972948,9.745318177,123.0357356
270,39.0846203,9.729680459,122.8655546
270,38.7672658,9.734514525,122.6476305
270,38.75501586,9.65730692,122.3751333
270,38.30023796,9.573519282,122.0780474
270,38.04498696,9.581684773,121.9578497
270,37.88027012,9.583616863,121.9187264
270,37.91510408,9.383934575,121.6393444
270,38.03747375,9.257586321,121.453249
270,37.91857723,9.319725674,121.3756717
270,37.89367778,9.267723175,121.2531928
270,38.4691861,9.26358835,121.2957995
270,38.31859751,9.326315099,121.3022335
270,38.19285031,9.233475753,121.146997
270,37.94742454,9.272795445,121.0017735
270,38.02174041,9.395694453,121.0134941
270,38.03184226,9.386243179,120.9787558
0,30.71027904,33.84031226,118.1442409
0,30.3737522,32.63908006,118.0814578
0,32.45825422,22.75527382,117.4558535
0,32.13333529,4.843134315,114.0007545
0,30.52418712,353.4574391,112.9820454
0,30.86999618,348.2572664,113.6816002
0,29.87419217,346.4404651,114.1000791
0,29.32484005,345.3201698,114.1636955
0,28.95547025,344.233567,114.03593
0,29.15968608,343.1241052,113.7369658
0,28.81225826,342.913107,113.9078571
0,27.96740825,342.4878833,113.9068599
0,26.91562572,342.1004306,113.7021591
0,26.16979126,341.881868,113.5930878
0,25.33343972,341.382325,113.6005327
0,24.99780764,340.960612,113.5188573
0,24.45203283,340.5194194,113.2115876
0,23.75902989,340.3900983,112.96734
0,23.37943529,339.6377666,112.5849997
0,23.26285762,339.4619183,112.4508685
0,22.68023395,339.5142273,112.3145857
0,22.27342276,338.8355558,112.0470472
0,21.72943405,338.5573605,111.959129
0,21.25408874,338.0464265,111.7332888
0,20.96174811,337.6508953,111.6688938
0,20.53356355,337.2722826,111.564911
0,20.00745798,337.0437957,111.3911168
0,19.70379802,336.6607023,111.1606047
0,19.40729439,336.4247022,110.936397
0,19.0690139,336.2307829,110.7620291
0,19.02924512,335.8465984,110.5657089
0,18.5766563,335.7606388,110.5582504
0,18.17321751,335.5999176,110.4306146
0,18.08208913,335.4987915,110.343318
0,17.72199643,335.4602453,110.302692
0,17.47348,335.4107162,110.1764633
0,17.21927573,335.4146709,110.0419154
0,16.95750873,335.157376,109.8738108
0,16.64717567,335.0589803,109.7578
0,16.49195962,334.724523,109.5911229
0,16.16787397,334.4585998,109.432321
0,15.83457611,334.5152135,109.3924532
0,15.64399334,334.4360055,109.2546473
0,15.37105386,334.2085671,109.0938168
0,15.11199161,334.0152727,108.9519811
0,14.99344344,333.9721708,108.8271048
0,15.05248188,333.9116485,108.7287091
0,14.81872037,333.9026941,108.7066407
0,14.40540513,333.7458218,108.6997081
0,14.3280225,333.4421772,108.607965
0,13.98155006,333.425491,108.5860332
0,13.69831065,333.3148983,108.5653309
0,14.02970801,333.2668564,108.3130033
0,13.73189298,333.1603772,108.3131945
0,13.35569982,333.0010067,108.3006133
0,13.18039533,332.9375133,108.241498
0,13.0103296,332.8347565,108.2057283
0,12.77364732,332.6449609,108.0789873
0,12.65678535,332.5036511,107.9949009
0,12.62739248,332.3520294,107.9081711
90,12.45371614,332.2851499,107.7826391
90,11.93966671,332.851849,107.9099743
90,8.881902865,348.6069508,110.5552246
90,359.197951,0.474084658,111.8457137
90,347.4262211,11.22593073,112.0350739
90,336.2287287,18.99286241,106.1958222
90,334.5509781,20.00478909,104.3799003
90,333.6995558,19.70794907,103.1219365
90,332.0403918,20.57957,100.9582146
90,331.6387494,20.17922017,99.96158752
90,331.2410719,20.08156554,99.22590785
90,330.9231505,19.69273994,98.86640084
90,330.6498404,19.29869438,98.71113015
90,330.8530659,19.20877494,98.66359203
90,331.0623736,19.06654479,98.4284013
90,331.1821342,18.82618531,98.27740631
90,331.3801874,18.65893276,98.34453341
90,331.1035631,18.67341959,98.28758329
90,330.9600198,18.5036023,98.10110546
90,330.9743154,18.47483867,98.05097188
90,330.9342529,18.45150674,97.92158077
90,330.7020197,18.42179883,97.76320235
90,330.7809937,18.39084442,97.73864782
90,330.9119046,18.17198637,97.71942083
90,330.8427113,17.94968591,97.61996645
90,330.7426969,17.90228098,97.48441451
90,330.7056465,17.98835844,97.3517176
90,330.6159115,17.91801262,97.15726894
90,330.7065959,17.74168787,97.10716951
90,330.8391733,17.66074842,96.95927542
90,330.8427625,17.64641185,96.68421687
90,330.7260756,17.69311669,96.51090765
90,330.7447288,17.70687439,96.33046771
90,330.4883987,17.63312713,96.14757574
90,330.3915261,17.54127475,96.0705312
90,330.3792352,17.37204828,96.03631196
90,330.2245314,17.41950614,95.84516911
90,330.0707463,17.40039356,95.70228839
90,329.9374346,17.49179174,95.49437743
90,330.0693461,17.36283777,95.54804222
90,329.7541431,17.43801595,95.3090744
90,329.9032905,17.35168748,95.32715391
