Direction,Pitch,Roll,Yaw
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-32,8,-4
Right,-33,8,-4
Right,-33,8,-4
Right,-33,8,-4
Right,-33,8,-3
Right,-32,7,-3
Right,-32,7,-3
Right,-32,7,-3
Right,-33,7,-3
Right,-33,7,-3
Right,-33,7,-3
Right,-33,7,-3
Bottom,-32,7,-3
Bottom,-32,7,-3
Bottom,-29,9,-3
Bottom,-11,18,-5
Bottom,6,26,-8
Bottom,9,38,-8
Bottom,11,49,-9
Bottom,10,50,-10
Bottom,9,51,-10
Bottom,9,52,-11
Bottom,9,52,-11
Bottom,9,52,-12
Bottom,9,53,-13
Bottom,9,53,-14
Bottom,9,53,-14
Bottom,8,53,-15
Bottom,8,54,-16
Bottom,8,55,-16
Bottom,8,54,-17
Bottom,8,55,-18
Bottom,7,55,-18
Bottom,7,55,-19
Bottom,7,55,-19
Bottom,7,55,-20
Bottom,7,55,-21
Bottom,7,55,-21
Bottom,7,55,-22
Bottom,7,55,-23
Bottom,7,55,-23
Bottom,7,55,-24
Bottom,7,54,-25
Bottom,7,54,-25
Bottom,6,54,-26
Bottom,6,54,-26
Bottom,6,54,-27
Bottom,6,54,-27
Bottom,6,54,-28
Bottom,6,54,-28
Bottom,6,54,-29
Bottom,6,54,-29
Bottom,6,54,-30
Bottom,6,55,-30
Bottom,6,55,-31
Bottom,6,54,-31
Bottom,6,54,-32
Bottom,6,54,-32
Bottom,6,54,-32
Bottom,6,54,-33
Bottom,6,55,-33
Bottom,6,54,-33
Bottom,6,54,-34
Bottom,6,54,-34
Bottom,6,54,-35
Bottom,6,54,-35
Bottom,6,54,-35
Bottom,6,54,-36
Bottom,6,54,-36
Bottom,5,54,-36
Bottom,5,54,-37
Bottom,5,54,-37
Bottom,5,54,-38
Bottom,5,54,-38
Bottom,5,54,-38
Bottom,5,54,-38
Bottom,5,54,-39
Bottom,5,54,-39
Bottom,5,54,-39
Bottom,5,54,-39
Bottom,5,54,-40
Bottom,5,54,-40
Bottom,5,54,-40
Bottom,5,54,-40
Bottom,5,54,-41
Bottom,5,54,-41
Bottom,5,54,-41
Bottom,5,54,-41
Bottom,5,54,-42
Bottom,5,54,-42
Bottom,5,54,-42
Bottom,5,54,-42
Left,5,54,-42
Left,5,54,-43
Left,6,53,-43
Left,16,36,-44
Left,24,22,-43
Left,31,10,-41
Left,34,8,-41
Left,36,9,-43
Left,37,10,-43
Left,36,11,-43
Left,36,12,-43
Left,36,12,-43
Left,38,11,-43
Left,39,10,-42
Left,38,9,-42
Left,38,9,-42
Left,39,9,-41
Left,38,9,-42
Left,38,9,-41
Left,38,9,-41
Left,38,8,-40
Left,37,8,-40
Left,37,8,-40
Left,37,8,-39
Left,37,8,-39
Left,37,8,-39
Left,37,7,-38
Left,37,7,-38
Left,37,7,-38
Left,37,7,-38
Left,37,6,-37
Left,37,6,-37
Left,37,6,-37
Left,37,6,-37
Left,37,6,-37
Left,37,6,-36
Left,37,6,-36
Left,37,6,-36
Left,37,6,-36
Left,37,6,-36
Left,37,5,-36
Left,37,5,-36
Left,37,5,-36
Left,37,5,-36
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,37,5,-35
Left,38,5,-35
Left,38,5,-35
Left,38,5,-35
Left,38,5,-35
Left,38,5,-35
Left,38,5,-34
Left,38,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,37,5,-34
Left,38,5,-34
Left,38,5,-34
Left,38,5,-34
Left,38,5,-33
Left,38,5,-33
Left,38,4,-33
Left,38,4,-33
Left,38,4,-33
Left,38,4,-33
Top,46,13,-32
Top,45,13,-32
Top,45,5,-31
Top,47,-16,-29
Top,46,-29,-28
Top,44,-37,-28
Top,43,-38,-28
Top,42,-39,-28
Top,41,-40,-28
Top,40,-39,-29
Top,39,-39,-29
Top,38,-39,-28
Top,38,-39,-28
Top,37,-39,-28
Top,36,-39,-27
Top,36,-39,-27
Top,35,-39,-27
Top,35,-39,-27
Top,35,-39,-27
Top,34,-39,-27
Top,33,-39,-27
Top,33,-39,-26
Top,32,-39,-26
Top,32,-39,-26
Top,31,-39,-26
Top,31,-39,-26
Top,30,-39,-25
Top,30,-39,-25
Top,29,-39,-25
Top,29,-39,-25
Top,28,-39,-25
Top,28,-39,-25
Top,27,-39,-24
Top,27,-40,-24
Top,26,-39,-24
Top,26,-39,-24
Top,26,-39,-24
Top,25,-39,-24
Top,25,-39,-24
Top,24,-39,-23
Top,24,-40,-23
Top,23,-40,-23
Top,23,-40,-23
Top,23,-40,-23
Top,22,-40,-23
Top,22,-40,-23
Top,21,-40,-23
Top,21,-40,-22
Top,21,-40,-22
Top,20,-40,-22
Top,20,-40,-22
Top,20,-40,-22
Top,19,-40,-22
Top,19,-40,-22
Top,19,-40,-22
Top,19,-40,-22
Top,18,-40,-22
Top,18,-40,-22
Top,18,-40,-22
Top,18,-40,-22
Top,17,-40,-21
Top,17,-40,-21
Top,17,-40,-21
Top,17,-40,-21
Top,17,-40,-21
Top,16,-40,-21
Top,16,-40,-21
Top,16,-40,-21
Top,16,-40,-21
Top,15,-40,-21
Top,15,-40,-21
Top,15,-40,-21
Top,15,-40,-21
Top,14,-40,-21
Top,14,-40,-21
Top,14,-40,-21
Top,14,-40,-20
Top,14,-40,-20
Top,14,-40,-20
Top,14,-40,-20
Top,14,-40,-20
Top,14,-40,-20
Top,13,-40,-20
Top,13,-40,-20
Top,13,-40,-20
Top,13,-40,-20
Top,13,-40,-20
Top,13,-40,-20
Top,12,-40,-20
Top,12,-40,-20
Right,12,-40,-20
Right,12,-40,-20
Right,11,-39,-20
Right,-1,-18,-30
Right,-20,-5,-29
Right,-26,1,-25
Right,-31,4,-22
Right,-33,5,-21
Right,-33,6,-20
Right,-33,6,-20
Right,-33,6,-20
Right,-34,6,-19
Right,-34,6,-19
Right,-34,6,-18
Right,-34,6,-18
Right,-34,6,-18
Right,-34,6,-17
Right,-34,6,-17
Right,-34,6,-16
Right,-34,6,-16
Right,-34,6,-15
Right,-34,6,-15
Right,-34,6,-15
Right,-34,6,-14
Right,-34,6,-14
Right,-34,6,-13
Right,-34,7,-13
Right,-34,7,-13
Right,-35,7,-12
Right,-35,7,-12
Right,-35,7,-12
Right,-35,7,-11
Right,-35,7,-11
Right,-35,7,-11
Right,-35,7,-11
Right,-35,7,-10
Right,-35,7,-10
Right,-35,7,-10
Right,-35,7,-10
Right,-35,7,-9
Right,-35,7,-9
Right,-35,7,-9
Right,-35,7,-9
Right,-35,7,-9
Right,-35,7,-8
Right,-35,7,-8
Right,-35,7,-8
Right,-35,7,-8
Right,-35,7,-8
Right,-35,6,-8
Right,-35,6,-8
Right,-35,6,-7
Right,-35,6,-7
Right,-35,6,-7
Right,-36,6,-7
Right,-36,6,-7
Right,-36,6,-6
Right,-36,6,-6
Right,-36,7,-6
Right,-36,7,-6
Right,-36,7,-6
Right,-36,7,-6
Right,-36,7,-5
Right,-36,7,-5
Right,-36,7,-5
Right,-36,7,-5
Right,-36,7,-5
Right,-36,7,-5
Right,-36,7,-4
Right,-36,7,-4
Right,-37,7,-4
Right,-37,7,-4
Right,-37,7,-4
Right,-36,7,-4
Right,-37,7,-4
Right,-37,7,-3
Right,-37,7,-3
Right,-37,7,-3
Right,-37,7,-3
Right,-37,7,-3
Right,-37,8,-3
Right,-37,8,-3
Right,-37,8,-3
Right,-37,8,-2
Right,-37,8,-2
Right,-37,8,-2
Right,-37,8,-2
Right,-37,8,-2
Right,-37,8,-2
Right,-37,8,-2
Bottom,-37,8,-2
Bottom,-37,8,-2
Bottom,-36,7,-3
Bottom,-25,13,-3
Bottom,0,20,-4
Bottom,3,27,-5
Bottom,4,41,-6
Bottom,4,46,-7
Bottom,4,49,-6
Bottom,4,50,-7
Bottom,4,51,-7
Bottom,4,52,-8
Bottom,5,52,-9
Bottom,5,52,-10
Bottom,5,53,-10
Bottom,5,53,-11
Bottom,5,53,-12
Bottom,5,52,-13
Bottom,5,52,-14
Bottom,5,53,-14
Bottom,5,53,-15
Bottom,4,53,-16
Bottom,4,53,-16
Bottom,4,52,-17
Bottom,4,52,-18
Bottom,5,52,-19
Bottom,5,52,-19
Bottom,5,52,-20
Bottom,5,52,-20
Bottom,5,52,-21
Bottom,4,52,-22
Bottom,4,52,-22
Bottom,4,52,-22
Bottom,4,52,-23
Bottom,4,52,-23
Bottom,4,51,-24
Bottom,4,51,-24
Bottom,4,51,-25
Bottom,3,51,-25
Bottom,3,51,-26
Bottom,4,51,-26
Bottom,3,50,-26
Bottom,3,50,-26
Bottom,3,50,-26
Bottom,3,49,-26
Bottom,2,49,-26
Bottom,2,49,-26
Bottom,2,49,-26
Bottom,2,49,-27
Bottom,2,49,-27
Bottom,2,49,-28
Bottom,2,49,-28
Bottom,2,48,-28
Bottom,3,48,-29
Bottom,4,48,-30
Bottom,4,48,-31
Bottom,4,48,-31
Bottom,4,48,-31
Bottom,5,48,-31
Bottom,5,49,-32
Bottom,5,48,-32
Bottom,5,49,-32
Bottom,5,49,-32
Bottom,6,49,-33
Bottom,6,49,-33
Bottom,6,49,-34
Bottom,6,49,-34
Bottom,6,49,-35
Bottom,6,49,-35
Bottom,6,49,-35
Bottom,6,49,-35
Bottom,6,49,-35
Bottom,6,49,-36
Bottom,6,49,-36
Bottom,6,49,-37
Bottom,6,48,-37
Bottom,6,49,-37
Bottom,6,49,-37
Bottom,6,48,-37
Bottom,6,48,-38
Bottom,6,48,-38
Bottom,6,49,-38
Bottom,6,49,-38
Bottom,6,49,-38
Bottom,6,49,-39
Bottom,6,49,-39
Bottom,6,49,-39
Bottom,5,49,-40
Bottom,5,49,-40
Bottom,5,50,-40
Left,5,49,-41
Left,5,49,-41
Left,4,49,-41
Left,9,45,-42
Left,25,28,-45
Left,27,19,-46
Left,32,11,-45
Left,36,3,-42
Left,38,0,-41
Left,40,0,-41
Left,39,0,-41
Left,39,0,-40
Left,39,-1,-40
Left,39,0,-40
Left,39,-1,-39
Left,39,-1,-39
Left,39,-1,-38
Left,39,-1,-38
Left,38,-1,-38
Left,38,-1,-37
Left,38,-1,-37
Left,39,-1,-37
Left,39,-1,-37
Left,39,0,-37
Left,39,0,-37
Left,39,0,-37
Left,39,0,-36
Left,39,0,-36
Left,39,0,-36
Left,39,0,-36
Left,39,0,-35
Left,39,0,-35
Left,40,0,-35
Left,39,-1,-35
Left,39,-1,-34
Left,39,-1,-34
Left,39,-1,-34
Left,39,-1,-33
Left,38,-1,-33
Left,38,-2,-33
Left,38,-2,-32
Left,38,-2,-32
Left,38,-2,-32
Left,39,-1,-32
Left,40,-1,-32
Left,43,0,-33
Left,44,0,-33
Left,44,1,-34
Left,44,1,-34
Left,43,1,-34
Left,44,2,-34
Left,44,2,-34
Left,45,2,-34
Left,46,3,-34
Left,45,3,-34
Left,45,3,-33
Left,45,2,-33
Left,45,2,-33
Left,45,2,-33
Left,45,2,-33
Left,45,2,-33
Left,45,2,-33
Left,46,2,-33
Left,46,2,-33
Left,46,2,-33
Left,46,2,-33
Left,47,2,-32
Left,47,1,-32
Left,47,1,-32
Left,48,1,-32
Left,47,1,-32
Left,47,1,-32
Left,47,1,-32
Left,47,1,-32
Left,47,1,-32
Left,47,1,-31
Left,47,1,-31
Left,47,1,-31
Left,47,1,-31
Left,47,1,-31
Left,47,0,-31
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,0,-30
Left,46,-1,-30
